Fecha;Actividad;Espcificacion;Tiempo;Personas Involucradas
25/09/2020;Cocinar,Comer,Compras,Llamada madre;;03:02:14;
25/09/2020;Facultad,Musica;Clases virutales PPR;00:59:10;
26/09/2020;Averiguar componentes pc;;01:35:04;
26/09/2020;Dormir,Enfermedad;;10:30:20;
26/09/2020;Cocinar,Comer,Vocalización,Descanso;Hamburguesas de lentejas,Polenta,Enfermedad;04:33:59;
26/09/2020;Consulta Clinica Allende;;03:38:58;
27/09/2020;Cocinar,Llamada madre,Comer,Mensajes;Tostada con queso;05:08:43;Javier Colicoy
27/09/2020;Dormir;;10:21:08;
27/09/2020;Cocinar,Comer,Llamada madre,Enfermedad;Sanguches de pechuga con queso;02:53:14;
27/09/2020;Diarrea,Ordenar;;00:21:00;
27/09/2020;Facultad;Resumir ASI;01:25:05;
27/09/2020;Cocinar,Comer;Sanguches de pechuga con queso;01:57:53;
28/09/2020;Facultad;Resumir ASI;01:52:50;
28/09/2020;Cocinar,Comer;Sanguches de pechuga con queso;01:15:00;
28/09/2020;Dormir;;10:09:30;
28/09/2020;Cocinar,Comer,Enfermedad;Diarrea;02:17:34;
28/09/2020;Baño,Enfermedad;Diarrea;01:04:35;
28/09/2020;Tramite Clínica Allende,Comer;;03:20:04;
28/09/2020;Facultad,Tramites clínica Allende,Mensajes;Clases virtuales ASI;01:55:31;Javier Colicoy
28/09/2020;Facultad;Practicar ASI;01:33:12;
29/09/2020;Cocinar,Comer,Llamada madre,Mensajes;Sanguches de pechuga con queso;02:20:00;Javier Colicoy
29/09/2020;Dormir;;10:19:07;
29/09/2020;Cocinar,Comer;Arroz,Tostadas;01:56:58;
29/09/2020;Orden y Limpieza;;01:02:47;
29/09/2020;Facultad;Practicar ASI;00:45:39;
29/09/2020;Cocinar,Comer;Tostadas con membrillo,Te;00:56:26;
29/09/2020;Facultad,Orden y Limpieza;Clases virutales PPR;03:12:59;
29/09/2020;Cocinar,Comer,Llamada madre;Hamburguesa de lentejas;01:17:34;
29/09/2020;Facultad;Resumir SSL;00:48:44;
30/09/2020;Dormir;;09:39:06;
30/09/2020;Facultad;TPI SSL;00:14:13;
30/09/2020;Cocinar,Comer,Enfermedad;Diarrea,Tostadas con dulce de membrillo,Te;01:49:17;
30/09/2020;Facultad;TPI SSL;00:58:00;
30/09/2020;Facultad;TPI SSL;00:42:04;
30/09/2020;Cocinar,Comer,Musica;Hambrguesas de lentejas,Arroz con queso;01:42:52;
30/09/2020;Llevar ropa a lavar;;00:28:12;
30/09/2020;Facultad;Practicar PPR;02:59:08;
01/10/2020;Cocinar,Comer,Llamada madre;Arroz,Sanguche de hamburguesa de lentejas;02:30:13;
01/10/2020;Dormir;;08:50:41;
01/10/2020;Cocinar,Comer,Desbloquear tarjeta,Compras;Tostadas con membrillo,Te;02:08:19;
01/10/2020;Facultad;TP2 PPR;01:25:42;
01/10/2020;Facultad,Orden y Limpieza;Clases virtuales SSL;01:19:01;
01/10/2020;Cocinar,Comer,Compras;Sanguche de hamburguesas de lentejas;01:14:05;
01/10/2020;Retirar ropa,Compra medicamento;;01:22:01;
01/10/2020;Facultad;Clases virtuales ASI,TP2 PPR;02:36:00;
02/10/2020;Cocinar,Comer ;Sanguches de hamburguesas de lentejas;02:11:24;
02/10/2020;Dormir,Consulta médico,Enfermedad;Diarrea;09:36:43;
02/10/2020;Cocinar,Comer,Compras medicamentos;Sanguches de hamburguesas de lentejas;03:27:27;
02/10/2020;Facultad;TP2 PPR;02:31:06;
02/10/2020;Facultad,Vocalización;Clases virutales PPR;02:35:49;
02/10/2020;Procrastinación;;00:35:15;
02/10/2020;Facultad;TP2 PPR;00:14:20;
03/10/2020;Dormir;;10:19:54;
03/10/2020;Facultad;Resumir SSL;01:16:57;
03/10/2020;Cocinar,Comer,Compras;Sanguche de supremas de pollo;02:14:28;
03/10/2020;Procrastinación,Mensajes;;00:38:05;Javier Colicoy
03/10/2020;Facultad;Resumir SSL;02:01:04;
03/10/2020;Compras;;00:18:12;
03/10/2020;Facultad;TP2 PPR,Resumir ASI;02:32:47;
04/10/2020;Cocinar,Comer;Supremas de pollo;00:54:00;
04/10/2020;Dormir;;08:24:28;
04/10/2020;Facultad;Resumir SSL;01:03:44;
04/10/2020;Cocinar,Comer;Milanesasde soja;01:57:42;
04/10/2020;Facultad;Resumir SSL;01:27:49;
04/10/2020;Estudio inteligencia artificial;;00:38:00;
04/10/2020;Comer;;00:20:00;
04/10/2020;Estudio inteligencia artificial;;02:10:44;
04/10/2020;Cocinar,Comer,Ejercicio,Descanso;Milanesas de soja,Polenta;01:36:27;
04/10/2020;Estudio inteligencia artificial;;02:17:48;
05/10/2020;Dormir;;08:23:13;
05/10/2020;Estudio inteligencia artificial;;00:39:42;
05/10/2020;Cocinar,Comer,Ejercicio;Bife al sartén,Arroz,Ensalada,Huevos;02:23:20;
05/10/2020;Facultad;Resumir PPR,TP2 PPR;00:56:22;
05/10/2020;Estudio inteligencia artificial;;01:11:57;
05/10/2020;Facultad;Clases virtuales ASI;01:48:29;
05/10/2020;Estudio inteligencia artificial;;01:39:38;
05/10/2020;Cocinar,Comer;Bife al sartén,Ensalada,Huevos;01:05:38;
05/10/2020;Estudio inteligencia artificial;;00:10:55;
06/10/2020;Jugar among us,Socializar;;01:44:57;Tania Pacheco,Victor Paz,Shaira Hourcade,Brian Tripay,Román Mansilla
06/10/2020;Dormir;;09:30:00;
06/10/2020;Cocinar,Comer;Bife al sartén,Huevos,Ensalada;01:21:46;
06/10/2020;Facultad;Resumir PPR,Parcial 3 AED ;02:29:05;
06/10/2020;Facultad;Cuestionario 4 PPR;01:17:04;
06/10/2020;Facultad,Compras,Orden y Limpieza;Clases virutales PPR;03:20:30;
06/10/2020;Comer,Among us,Socializar;;01:43:01;Tania pacheco,Shaira Hourcade,Brian Tripay,Román Mansilla,Tiziana Vivier
07/10/2020;Facultad;Resumir ASI;00:57:29;
07/10/2020;Dormir;;09:40:33;
07/10/2020;Facultad;Resumir ASI;00:36:47;
07/10/2020;Facultad,Cocinar,Comer,Compras,Descanso;Clases virtuales SSL,Bife al sartén,Ńoquis,Huevos;03:53:05;
07/10/2020;Tramite app Cuidar;;00:21:48;
07/10/2020;Facultad;Resumir Asi,Practicar ASI;02:46:25;
07/10/2020;Facultad;Organizar;00:20:52;
07/10/2020;Facultad;Resumir AED;00:23:02;
08/10/2020;Cocinar,Comer,Ejercicio,Compras,Llamada madre;Bife al sartén,Huevos,ñoquis;02:49:06;
08/10/2020;Dormir;;08:18:01;
08/10/2020;Facultad;Resumir AED;00:33:31;
08/10/2020;Comer;;00:43:39;
08/10/2020;Facultad;Resumir AED,Desafío 4 AED;03:10:08;
08/10/2020;Facultad,Cocinar,Comer,Compras;Ńoquis,Pechuga al sartén,Clases virtuales SSL;02:41:13;
08/10/2020;Descanso;;00:11:59;
08/10/2020;Facultad;Pracitcar ASI,Clases virtuales ASI;03:22:08;
08/10/2020;Facultad;;00:27:22;
09/10/2020;Estudio inteligencia artificial;;00:35:12;
09/10/2020;Dormir;;08:14:24;
09/10/2020;Facultad;Desafío 4 AED;00:08:00;
09/10/2020;Cocinar,Comer,Compras;Tostadas con membrillo,Te;01:39:12;
09/10/2020;Facultad;Practicar AED;05:32:49;
09/10/2020;Comer;;01:19:32;
09/10/2020;Facultad,Comer,Compras,Llamada madre;;02:43:49;
10/10/2020;Cocinar,Comer,Ejercicio;;02:04:13;
10/10/2020;Dormir;;08:57:00;
10/10/2020;Cocinar,Orden y limpieza,Compras,Comer;;03:15:52;
10/10/2020;Facultad;TP4 AED;02:09:20;
10/10/2020;Comer;;01:08:21;
10/10/2020;Facultad;TP4 AED;02:50:57;
11/10/2020;Comer;;01:06:02;
11/10/2020;Dormir;;08:30:00;
11/10/2020;Comer;;00:36:40;
11/10/2020;Facultad;TP4 AED;01:34:41;
11/10/2020;Comer,Procrastinación;;01:20:58;
11/10/2020;Facultad;TP4 AED;00:37:13;
11/10/2020;Facultad;Resumir SSL;00:58:00;
11/10/2020;Cocinar,Comer,Ejercicio,Compras;;03:32:22;
11/10/2020;Llamada madre;;00:45:45;
12/10/2020;Facultad;Resumir SSL;00:18:30;
12/10/2020;Dormir;;09:00:00;
12/10/2020;Comer;;00:46:12;
12/10/2020;Orden y Limpieza;;02:48:48;
12/10/2020;Alcraneo;Grabación;03:22:19;
12/10/2020;Cocinar,Comer;;02:52:53;
13/10/2020;Facultad;Resumir SSL;01:41:59;
13/10/2020;Comer;;01:17:53;
13/10/2020;Dormir;;08:24:07;
13/10/2020;Facultad;Resumir ASI;01:21:34;
13/10/2020;Cocinar,Comer;Chuletas al sartén,Huevos,Papas fritas;02:14:06;
13/10/2020;Diarrea;;00:22:02;
13/10/2020;Facultad;Resumir ASI;49:00:00;
13/10/2020;Facultad,Ingles;Clases virutales PPR;03:31:05;
13/10/2020;Focusyn;Reunión virtual;01:48:44;Ramiro Correa,Juan Moreno, Nito Fernandez
14/10/2020;Cocinar,Comer,Ejercicio ;Chuletas al sartén,Batatas;01:26:31;
14/10/2020;Dormir;;08:58:04;
14/10/2020;Facultad,Ingles,Orden y limpieza;Claes virtuales SSL;03:36:54;
14/10/2020;Mensajes,Alcraneo,Focusyn;Bajar amplis,Descargar baterías;00:45:19;Javier Colicoy
14/10/2020;Facultad;Resumir ASI;00:27:32;
14/10/2020;Cocinar,Comer;Bifes al sartén,Huevos;01:53:04;
14/10/2020;Facultad;Resumir ASI,TPI ASI;02:05:02;
15/10/2020;Mensajes,Comer;;01:49:02;Javier Colicoy,Ramiro Correa,Nito Fernandez,Juan Moreno
15/10/2020;Dormir;;07:40:00;
15/10/2020;Comer;;00:49:00;
15/10/2020;Facultad;TPI ASI;01:07:52;
15/10/2020;Comer;;01:00:00;
15/10/2020;Facultad;TPI ASI;00:28:28;
15/10/2020;Organización viaje;;00:39:29;
15/10/2020;Facultad,Compras;Clases virtuales SSL;03:06:17;
15/10/2020;Siesta;;01:38:45;
15/10/2020;Cocinar;Bife al sartén,Huevos;00:46:04;
15/10/2020;Facultad;Clases virtuales ASI;01:30:54;
15/10/2020;Llamada madre;;00:13:40;
15/10/2020;Facultad;TPI ASI,Organizar;00:38:55;
16/10/2020;Dormir;;10:12:02;
16/10/2020;Comer,Tramites viaje;;01:14:14;
16/10/2020;Compra fasito,Dejar ropa para lavar,Sacar plata;;02:01:50;
16/10/2020;Facultad;TPI ASI;01:02:35;
16/10/2020;Cocinar,Comer;Pechugas al sartén,Ensalada,Huevos;01:54:53;
16/10/2020;Facultad;Practicar ASI;00:50:00;
16/10/2020;Facultad,Ejercicio,Retirar ropa,Comer;;03:22:42;
16/10/2020;Facultad;TP4 AED;00:17:00;
17/10/2020;Dormir;;08:16:23;
17/10/2020;Comer;;00:28:29;
17/10/2020;Facultad;;02:27:07;
17/10/2020;Cocinar,Comer;Arroz;01:54:46;
17/10/2020;Descanso;;00:32:31;
17/10/2020;Facultad;Parcial 4 AED;01:45:13;
17/10/2020;Descanso,Comer;;00:39:27;
17/10/2020;Facultad;Practicar ASI;02:10:03;
18/10/2020;Estudio inteligencia artificial;;02:44:34;
18/10/2020;Cocinar,Comer;Pan con queso derretido;01:01:38;
18/10/2020;Dormir;;09:03:45;
18/10/2020;Comer;;01:12:12;
18/10/2020;Llamada madre;;00:25:18;
18/10/2020;Facultad;Practicar ASI;00:53:00;
18/10/2020;Cocinar,Comer;Tostadas con queso;00:24:54;
18/10/2020;Facultad;Practicar ASI;01:43:11;
18/10/2020;Estudio inteligencia artificial;;00:53:40;
18/10/2020;Cocinar,Comer,Compras,Llamada Silvio;;03:03:13;
19/10/2020;Comer;;00:16:43;
19/10/2020;Dormir;;07:42:37;
19/10/2020;Tomar medicamentos;;00:20:40;
19/10/2020;Facultad;Practicar SSL;01:05:00;
19/10/2020;Facultad;Clases virtuales AED;02:05:31;
19/10/2020;Mensajes Focusyn,Sacar plata;;01:37:01;
20/10/2020;Orden y Limpieza,Socialización;;10:29:50;Juan Moreno,Nito Fernandez
20/10/2020;Dormir;;08:00:00;
20/10/2020;Compra fasito,Comer;;01:31:16;
20/10/2020;Orden y Limpieza,Preparación viaje;;04:32:17;
20/10/2020;Viaje cancelao;;04:26:00;
20/10/2020;Facultad;Practicar SSL;00:40:00;
20/10/2020;Facultad;Practicar SSL;00:33:50;
21/10/2020;Comer;;00:40:17;
21/10/2020;Dormir;;09:30:00;
21/10/2020;Facultad;Practicar SSL;00:39:47;
21/10/2020;Cocinar,Comer,Facultad,Descanso,Limpieza y Orden;Clases virtuales SSL,Chuletas al sarten,Papas fritas;02:35:31;
21/10/2020;Facultad;Resumir SSL;01:36:52;
21/10/2020;Cocinar,Comer;Papas fritas;00:49:47;
21/10/2020;Facultad;TPI ASI;02:53:12;
21/10/2020;Comer,Llamada madre;;01:26:51;
21/10/2020;Tramite permiso Sarmiento;;00:10:00;
22/10/2020;Dormir;;09:33:04;
22/10/2020;Facultad;Resumir ASI;02:21:09;
22/10/2020;Comer,Mensajes viaje;;00:54:00;
22/10/2020;Facultad,Vocalización,Descanso;Clases virtuales SSL;02:08:09;
22/10/2020;Facultad;TPI ASI,Clases virtuales ASI;04:32:39;
23/10/2020;Comer,Ejercicio;;01:37:49;
23/10/2020;Dormir;;08:16:17;
23/10/2020;Compras,Ejercicio;;01:06:48;
23/10/2020;Cocinar,Comer;Tostadas con huevo y queso;01:00:00;
24/10/2020;Viaje;De Córdoba a Chubut;24:30:00;
24/10/2020;Comer;;01:02:19;
24/10/2020;Facultad;Resumir ASI;01:20:35;
25/10/2020;Dormir;;08:14:39;
25/10/2020;Facultad;Resumir ASI;00:41:12;
25/10/2020;Comer;;00:40:15;
25/10/2020;Facultad;Resumir ASI;01:47:52;
25/10/2020;Comer,Diarrea,Descanso;;01:27:35;
25/10/2020;Facultad;Resumir ASI;02:44:18;
25/10/2020;Comer;;01:28:04;
25/10/2020;Facultad;Resumir ASI;01:35:44;
26/10/2020;Dormir;;08:26:08;
26/10/2020;Facultad;Organizar;00:21:14;
26/10/2020;Comer;;00:39:14;
26/10/2020;Facultad;Resumir ASI;01:46:51;
26/10/2020;Comer;;01:34:22;
26/10/2020;Facultad;Resumir ASI;01:31:17;
26/10/2020;Facultad;Parcial Teórico 2 ASI;02:09:21;
26/10/2020;Comer;;00:24:14;
26/10/2020;Facultad;Practicar SSL;01:04:14;
26/10/2020;Comer;;00:54:48;
26/10/2020;Facultad;Practicar SSL;00:22:44;
27/10/2020;Dormir;;08:27:15;
27/10/2020;Facultad;Practicar SSL;00:16:43;
27/10/2020;Comer;;00:37:08;
27/10/2020;Ejercicio ;;00:21:07;
27/10/2020;Facultad;Practicar SSL;01:08:52;
27/10/2020;Comer;;00:34:36;
27/10/2020;Facultad;Practicar SSL;02:32:52;
27/10/2020;Facultad,Ejercicio,Comer,Ingles;Clases virtuales PPR;03:42:08;
27/10/2020;Facultad;Resumir SSL;01:36:57;
28/10/2020;Jueguitos,Comer;;01:02:14;
28/10/2020;Dormir;;07:36:55;
28/10/2020;Comer;;01:18:14;
28/10/2020;Faculad;Parcial 2 SSL;02:15:00;
28/10/2020;Comer;;00:58:55;
28/10/2020;Facultad;Practicar ASI;01:25:17;
28/10/2020;Estudio inteligencia artificial;;00:53:08;
28/10/2020;Comer;;00:36:00;
28/10/2020;Estudio inteligencia artificial,Ingles;;01:27:56;
28/10/2020;Comer;;00:30:00;
28/10/2020;Estudio inteligencia artificial;;00:06:07;
28/10/2020;Jueguitos;;00:36:00;
29/10/2020;Dormir;;08:00:00;
29/10/2020;Facultad;TPI SSL;02:21:42;
29/10/2020;Comer,Facultad;TPI SSL;00:50:32;
29/10/2020;Facultad;TPI SSL;02:07:07;
29/10/2020;Jueguitos;;00:17:52;
29/10/2020;Facultad,Comer;;01:42:33;
29/10/2020;Jueguitos,Comer;;00:13:02;
29/10/2020;Facultad;TPI SSL;01:38:04;
29/10/2020;Facultad;Parcial 3 ASI;02:49:56;
30/10/2020;Comer,Jueguitos;;01:17:03;
30/10/2020;Dormir;;08:38:42;
30/10/2020;Facultad;TPI SSL;02:20:09;
30/10/2020;Comer;;00:33:44;
30/10/2020;Facultad;TPI SSL;01:09:25;
30/10/2020;Facultad;TP Recuperatorio AED;02:32:08;
30/10/2020;Facultad,Comer;Clases virutales PPR;02:34:54;
30/10/2020;Facultad;TP Recuperatorio AED;00:41:35;
31/10/2020;Dormir;;08:31:20;
31/10/2020;Facultad;TP Recuperatorio AED;01:48:39;
31/10/2020;Comer,Jueguitos;;00:53:40;
31/10/2020;Facultad;Parcial 2 PPR;02:37:40;
31/10/2020;Facultad;Practicar PPR;01:49:45;
31/10/2020;Comer,Jueguitos;;01:10:26;
31/10/2020;Baño;;00:13:50;
31/10/2020;Facultad;TP3 PPR;02:48:14;
01/11/2020;Comer,Jueguitos;;01:25:18;
01/11/2020;Dormir;;08:39:11;
01/11/2020;Facultad;TP3 PPR;01:31:07;
01/11/2020;Comer;;00:45:47;
01/11/2020;Facultad;TP3 PPR;00:28:54;
01/11/2020;Comer;;00:43:35;
01/11/2020;Facultad;TP3 PPR;04:13:16;
01/11/2020;Comer;;01:13:21;
01/11/2020;Facultad;TP3 PPR;00:44:16;
01/11/2020;Jueguitos;;00:21:32;
01/11/2020;Estudio inteligencia artificial;;00:10:05;
02/11/2020;Dormir;;07:53:15;
02/11/2020;Facultad;TP3 PPR;00:43:06;
02/11/2020;Comer;;00:55:51;
02/11/2020;Facultad;TP3 PPR;04:12:53;
02/11/2020;Comer;;01:00:20;
02/11/2020;Facultad;TP3 PPR;01:54:03;
02/11/2020;Facultad;TPI SSL;00:44:49;
02/11/2020;Facultad,Comer;Resumir ASI;01:05:37;
02/11/2020;Jueguitos;;00:14:54;
03/11/2020;Dormir;;08:09:51;
03/11/2020;Caca,Armar Porrito;;00:19:50;
03/11/2020;Facultad;Resumir PPR;01:30:00;
03/11/2020;Comer;;01:34:30;
03/11/2020;Jueguitos;;00:10:39;
03/11/2020;Facultad;Resumir ASI;00:27:50;
03/11/2020;Comer;;00:49:01;
03/11/2020;Facultad;Cuestionario 5 y 6 PPR;00:46:28;
03/11/2020;Jueguitos;;00:24:03;
03/11/2020;Facultad;Resumir SSL;01:23:46;
03/11/2020;Comer,Jueguitos;;01:22:24;
03/11/2020;Facultad;Resumir ASI;01:09:56;
04/11/2020;Jueguitos;;00:49:12;
04/11/2020;Dormir;;08:12:04;
04/11/2020;Baño;;00:29:53;
04/11/2020;Facultad;TP3 PPR;00:45:44;
04/11/2020;Comer;;01:36:32;
04/11/2020;Facultad;TP3 PPR;02:28:46;
04/11/2020;Comer;;01:24:02;
04/11/2020;Facultad;TP3 PPR;01:50:42;
04/11/2020;Comer;;00:33:57;
05/11/2020;Facultad;TP3 PPR;00:40:52;
05/11/2020;Dormir;;08:17:33;
05/11/2020;Facultad;TP3 PPR;01:21:13;
05/11/2020;Comer;;00:33:00;
05/11/2020;Facultad;TP3 PPR;02:27:16;
05/11/2020;Facultad,Ejercicio;Clases virutales SSL;00:44:18;
05/11/2020;Comer;;00:44:39;
05/11/2020;Facultad;TP3 PPR;02:21:52;
05/11/2020;Facultad;Clases virutales ASI;01:03:56;
05/11/2020;Facultad;TP3 PPR;00:17:52;
05/11/2020;Comer;;00:55:48;
05/11/2020;Facultad;TP3 PPR;00:19:02;
06/11/2020;Jueguitos;;00:48:00;
06/11/2020;Dormir;;08:43:31;
06/11/2020;Facultad;TP3 PPR;01:52:29;
06/11/2020;Comer;;00:48:12;
06/11/2020;Facultad;Resumir ASI;03:06:34;
06/11/2020;Comer;;01:09:55;
06/11/2020;Facultad,Ejercicio,Ingles;Clases virutales PPR;02:09:10;
06/11/2020;Facultad;Resumir ASI;01:26:43;
07/11/2020;Comer;;00:52:27;
07/11/2020;Dormir;;07:21:00;
07/11/2020;Facultad;Resumir ASI;00:27:56;
07/11/2020;Comer;;00:15:38;
07/11/2020;Facultad;Resumir ASI;01:42:11;
07/11/2020;Comer;;00:40:39;
07/11/2020;Facultad;Resumir ASI;02:35:53;
07/11/2020;Comer;;00:54:27;
07/11/2020;Acomodar escritorio;;01:18:14;
07/11/2020;Facultad;Resumir ASI;01:03:24;
08/11/2020;Comer,Ejercicio;;01:03:30;
08/11/2020;Dormir;;08:05:43;
08/11/2020;Café;;00:17:03;
08/11/2020;Facultad;Resumir ASI;01:22:16;
08/11/2020;Baño;;00:49:43;
08/11/2020;Comer;;00:10:21;
08/11/2020;Facultad;Resumir ASI;00:11:33;
08/11/2020;Comer;;02:00:06;
08/11/2020;Facultad;Resumir ASI;02:27:11;
08/11/2020;Ejercicio,Comer;;02:20:42;
08/11/2020;Facultad;Resumir ASI;01:33:29;
09/11/2020;Dormir;;08:06:21;
09/11/2020;Facultad;Resumir ASI;02:05:43;
09/11/2020;Comer;;00:37:45;
09/11/2020;Facultad;Resumir ASI,Recuperatorio Parcial 1 ASI;03:19:09;
09/11/2020;Ejercicio,Baño,Procrastinación;;01:35:03;
09/11/2020;Facultad;Organizar;00:29:10;
09/11/2020;Comer ;;01:20:46;
10/11/2020;Dormir;;08:05:52;
10/11/2020;Pagar impuestos;;00:13:12;
10/11/2020;Facultad;Resumir SSL;01:01:19;
10/11/2020;Comer;;00:54:00;
10/11/2020;Facultad;Resumir SSL;00:53:56;
10/11/2020;Comer,Procrastinación;;00:52:14;
10/11/2020;Facultad;Resumir SSL;01:52:03;
10/11/2020;Comer;;00:57:20;
10/11/2020;Facultad;Clases virutales PPR;02:10:00;
10/11/2020;Facultad;TPI ASI,Resumir SSL;00:49:24;
10/11/2020;Comer;;00:48:44;
11/11/2020;Jueguitos;;00:14:57;
11/11/2020;Dormir;;07:28:18;
11/11/2020;Facultad;;01:50:43;
11/11/2020;Comer,Facultad;Clases virutales SSL;00:49:04;
11/11/2020;Comer,Baño,Facultad;Recuperatorio Parcial Teórico 1 SSL;01:40:12;
11/11/2020;Jueguitos;;00:21:39;
11/11/2020;Facultad;TPI ASI,TP3 PPR;01:00:15;
11/11/2020;Comer;;00:31:19;
12/11/2020;Facultad;;00:39:29;
12/11/2020;Dormir;;07:54:23;
12/11/2020;Jueguitos,Café;;00:28:18;
12/11/2020;Facultad;Resumir ASI;00:55:09;
12/11/2020;Jueguitos;;00:30:00;
12/11/2020;Baño;;00:16:04;
12/11/2020;Facultad;Resumir ASI;00:40:00;
12/11/2020;Comer;;00:46:18;
12/11/2020;Facultad;Practicar ASI;01:55:12;
12/11/2020;Comer;;01:15:00;
12/11/2020;Facultad;Parcial 3 Recuperatorio ASI;02:38:09;
12/11/2020;Descanso;;00:23:09;
12/11/2020;Facultad;TPI ASI;00:27:41;
13/11/2020;Jueguitos;;00:14:09;
13/11/2020;Dormir;;07:19:48;
13/11/2020;Jueguitos;;00:26:58;
13/11/2020;Café;;00:17:30;
13/11/2020;Facultad;TP3 PPR;00:19:46;
13/11/2020;Estudio Inteligencia Artificial,Estudio Economía;;00:40:00;
13/11/2020;Comer;;00:26:00;
13/11/2020;Estudio Inteligencia Artificial,Estudio Economía;;01:41:19;
13/11/2020;Comer;;00:30:40;
13/11/2020;Estudio inteligencia artificial;;02:39:15;
13/11/2020;Jueguitos;;00:28:34;
13/11/2020;Ejercicio,Comer;;02:11:09;
13/11/2020;Facultad,Musica;Claes virtuales PPR;01:07:30;
13/11/2020;Comer;;00:25:42;
13/11/2020;Facultad;Practicar PPR;00:25:54;
13/11/2020;Jueguitos;;00:12:59;
14/11/2020;Dormir;;08:04:59;
14/11/2020;Comer;;01:19:06;
14/11/2020;Facultad;Practicar PPR;02:37:25;
14/11/2020;Comer;;00:56:00;
14/11/2020;Jueguitos,Descanso;;00:57:14;
14/11/2020;Facultad;Parcial 2 Recuperatorio PPR;01:23:22;
14/11/2020;Estudio inteligencia artificial;;00:50:04;
14/11/2020;Comer;;00:20:16;
14/11/2020;Estudio inteligencia artificial;;02:23:39;
15/11/2020;Ingles;;00:14:38;
15/11/2020;Jueguitos;;00:24:07;
15/11/2020;Jueguitos;;08:04:12;
15/11/2020;Comer;;00:30:00;
15/11/2020;Estudio inteligencia artificial;;02:03:25;
15/11/2020;Jueguitos;;00:35:41;
15/11/2020;Estudio inteligencia artificial;;00:20:42;
15/11/2020;Esutdio inteligencia artificial;;01:19:13;
15/11/2020;Estudio inteligencia artificial;;02:24:45;
15/11/2020;Ejercicio,Comer;;01:51:03;
15/11/2020;Jueguitos;;00:19:54;
16/11/2020;Dormir;;07:53:32;
16/11/2020;Comer;;01:10:45;
16/11/2020;Estudio inteligencia artificial ;;02:04:09;
16/11/2020;Comer;;01:06:43;
16/11/2020;Estudio inteligencia artificial,Ingles;;04:39:10;
16/11/2020;Ingles;;00:37:43;
16/11/2020;Estudio inteligencia artificial;;00:11:12;
16/11/2020;Comer;;01:00:00;
16/11/2020;Estudio inteligencia artificial;;00:10:07;
17/11/2020;Facultad;;00:20:52;
17/11/2020;Dormir;;08:04:52;
17/11/2020;Estudio inteligencia artificial;;02:10:03;
17/11/2020;Comer;;00:44:19;
17/11/2020;Estudio inteligencia artificial;;02:30:00;
17/11/2020;Ejercicio,Comer;;01:30:00;
17/11/2020;Estudio inteligencia artificial,Ingles;;00:52:12;
17/11/2020;Ir a pagar multigimnasio;;00:28:31;
17/11/2020;Estudio inteligencia artificial,Inglés;;00:36:27;
17/11/2020;Comer;;01:18:31;
18/11/2020;Jueguitos;;00:14:47;
18/11/2020;Dormir;;07:41:45;
18/11/2020;Comer;;01:43:41;
18/11/2020;Estudio inteligencia artificial,Inglés;;01:07:39;
18/11/2020;Comer;;00:55:00;
18/11/2020;Estudiar inteligencia artificial;;02:50:00;
18/11/2020;Comer;;00:48:37;
18/11/2020;Estudio inteligencia artificial;;00:23:15;
18/11/2020;Armado de multigimnasio;;02:42:47;
18/11/2020;Comer;;00:30:35;
19/11/2020;Dormir;;07:44:03;
19/11/2020;Comer;;01:40:43;
19/11/2020;Estudio inteligencia artificial,Inglés;;01:56:25;
19/11/2020;Comer;;00:42:56;
19/11/2020;Jueguitos,Descanso;;00:46:50;
19/11/2020;Inglés,Jueguitos;;02:26:37;
19/11/2020;Comer;;01:17:13;
19/11/2020;Jueguitos,Estudio inteligencia artificial;;00:18:48;
19/11/2020;Baño;;00:35:30;
19/11/2020;Estudio inteligencia artificial;;01:33:31;
20/11/2020;Jueguitos;;00:35:12;
20/11/2020;Dormir;;07:17:50;
20/11/2020;Estudio inteligencia artificial;;01:42:14;
20/11/2020;Estudio inteligencia artificial;;00:49:46;
20/11/2020;Estudio inteligencia artificial;;02:59:05;
20/11/2020;Comer;;00:36:14;
20/11/2020;Jueguitos;;00:28:13;
20/11/2020;Ejercicio;;01:09:28;
20/11/2020;Jueguitos;;00:20:00;
21/11/2020;Comer;;01:19:22;
21/11/2020;Dormir;;09:52:14;
21/11/2020;Café;;00:08:45;
21/11/2020;Desarrollo trading algoritmico;;03:10:29;
21/11/2020;Comer;;00:40:00;
21/11/2020;Desarrollo trading algoritmico;;04:24:53;
21/11/2020;Comer;;00:41:09;
21/11/2020;Desarrollo trading algoritmico,Estudio inteligencia artificial;;02:19:07;
22/11/2020;Comer;;01:16:18;
22/11/2020;Jueguitos;;00:12:43;
22/11/2020;Dormir;;07:40:04;
22/11/2020;Comer,Café;;00:48:55;
22/11/2020;Facultad;Resumir ASI;01:43:29;
22/11/2020;Desarrollo trading algoritmico;;01:23:03;
22/11/2020;Comer;;01:23:25;
22/11/2020;Desarrollo trading algoritmico;;01:28:45;
22/11/2020;Jueguitos;;00:14:22;
22/11/2020;Facultad ;Resumir AED;00:27:32;
22/11/2020;Estudio Economía;;01:01:40;
22/11/2020;Ejercicio,Comer;;02:12:10;
23/11/2020;Desarrollo Trading Algoritmico;;00:40:00;
23/11/2020;Dormir;;07:58:44;
